timestamp,controlpriority sentbytes,maxpriority_1_sentbytes,maxpriority_2_sentbytes,lowpriority_sentbytes
23:15:53.834,1065,,,
23:15:54.002,822,,,
23:15:54.003,1065,,,
23:15:54.032,,259,,
23:15:54.033,822,,,
23:15:54.036,1065,,,
23:15:54.188,822,,,
23:15:54.189,1065,,,
23:15:54.233,,259,,
23:15:54.234,822,,,
23:15:54.237,1065,,,
23:15:54.385,822,,,
23:15:54.387,1065,,,
23:15:54.431,,259,,
23:15:54.432,822,,,
23:15:54.434,1065,,,
23:15:54.587,822,,,
23:15:54.589,1065,,,
23:15:54.631,,259,,
23:15:54.632,822,,,
23:15:54.635,1065,,,
23:15:54.785,822,,,
23:15:54.787,1065,,,
23:15:54.832,,259,,
23:15:54.833,822,,,
23:15:54.837,1065,,,
23:15:54.987,822,,,
23:15:54.991,1065,,,
23:15:55.032,,259,,
23:15:55.035,822,,,
23:15:55.050,1065,,,
23:15:55.201,822,,,
23:15:55.205,1065,,,
23:15:55.232,,259,,
23:15:55.233,822,,,
23:15:55.239,1065,,,
23:15:55.396,822,,,
23:15:55.401,1065,,,
23:15:55.431,,259,,
23:15:55.431,822,,,
23:15:55.434,1065,,,
23:15:55.583,822,,,
23:15:55.585,1065,,,
23:15:55.632,,259,,
23:15:55.632,822,,,
23:15:55.634,1065,,,
23:15:55.785,822,,,
23:15:55.787,1065,,,
23:15:55.831,,259,,
23:15:55.833,822,,,
23:15:55.859,1065,,,
23:15:55.989,822,,,
23:15:56.001,1065,,,
23:15:56.032,,259,,
23:15:56.035,822,,,
23:15:56.037,1065,,,
23:15:56.185,822,,,
23:15:56.190,1065,,,
23:15:56.232,,259,,
23:15:56.232,822,,,
23:15:56.237,1065,,,
23:15:56.388,822,,,
23:15:56.390,1065,,,
23:15:56.432,,259,,
23:15:56.433,822,,,
23:15:56.435,1065,,,
23:15:56.581,822,,,
23:15:56.584,1065,,,
23:15:56.630,,259,,
23:15:56.631,822,,,
23:15:56.634,1065,,,
23:15:56.783,822,,,
23:15:56.789,1065,,,
23:15:56.832,,259,,
23:15:56.832,822,,,
23:15:56.834,1065,,,
23:15:56.988,822,,,
23:15:56.990,1065,,,
23:15:57.032,,259,,
23:15:57.033,822,,,
23:15:57.035,1065,,,
23:15:57.187,822,,,
23:15:57.188,1065,,,
23:15:57.231,,259,,
23:15:57.231,822,,,
23:15:57.235,1065,,,
23:15:57.391,822,,,
23:15:57.395,1065,,,
23:15:57.433,,259,,
23:15:57.435,822,,,
23:15:57.444,1065,,,
23:15:57.599,822,,,
23:15:57.607,1065,,,
23:15:57.638,,259,,
23:15:57.641,822,,,
23:15:57.647,1065,,,
23:15:57.784,822,,,
23:15:57.786,1065,,,
23:15:57.831,,259,,
23:15:57.831,822,,,
23:15:57.834,1065,,,
23:15:57.985,822,,,
23:15:57.986,1065,,,
23:15:58.031,,259,,
23:15:58.031,822,,,
23:15:58.034,1065,,,
23:15:58.184,822,,,
23:15:58.188,1065,,,
23:15:58.235,,259,,
23:15:58.237,822,,,
23:15:58.239,1065,,,
23:15:58.401,822,,,
23:15:58.403,1065,,,
23:15:58.432,,259,,
23:15:58.432,822,,,
23:15:58.433,1065,,,
23:15:58.588,822,,,
23:15:58.590,1065,,,
23:15:58.631,,259,,
23:15:58.632,822,,,
23:15:58.634,1065,,,
23:15:58.789,822,,,
23:15:58.790,1065,,,
23:15:58.832,,259,,
23:15:58.833,822,,,
23:15:58.836,1065,,,
23:15:58.985,822,,,
23:15:58.988,1065,,,
23:15:59.017,3562,,,
23:15:59.031,,259,,
23:15:59.031,822,,,
23:15:59.033,1065,,,
23:15:59.185,822,,,
23:15:59.189,1065,,,
23:15:59.232,,259,,
23:15:59.233,822,,,
23:15:59.236,1065,,,
23:15:59.385,822,,,
23:15:59.387,1065,,,
23:15:59.430,,259,,
23:15:59.431,822,,,
23:15:59.433,1065,,,
23:15:59.584,822,,,
23:15:59.586,1065,,,
23:15:59.631,,259,,
23:15:59.632,822,,,
23:15:59.634,1065,,,
23:15:59.781,822,,,
23:15:59.788,1065,,,
23:15:59.831,,259,,
23:15:59.832,822,,,
23:15:59.835,1065,,,
23:15:59.855,3012,,,
23:15:59.982,822,,,
23:15:59.986,1065,,,
23:16:00.031,,259,,
23:16:00.033,822,,,
23:16:00.038,1065,,,
23:16:00.186,822,,,
23:16:00.190,1065,,,
23:16:00.232,,259,,
23:16:00.232,822,,,
23:16:00.235,1065,,,
23:16:00.382,822,,,
23:16:00.387,1065,,,
23:16:00.432,,259,,
23:16:00.432,822,,,
23:16:00.434,1065,,,
23:16:00.583,822,,,
23:16:00.587,1065,,,
23:16:00.631,,259,,
23:16:00.631,822,,,
23:16:00.634,1065,,,
23:16:00.780,822,,,
23:16:00.782,1065,,,
23:16:00.832,,259,,
23:16:00.833,822,,,
23:16:00.835,1065,,,
23:16:00.986,822,,,
23:16:00.988,1065,,,
23:16:01.032,,259,,
23:16:01.032,822,,,
23:16:01.034,1065,,,
23:16:01.187,822,,,
23:16:01.190,1065,,,
23:16:01.232,,259,,
23:16:01.232,822,,,
23:16:01.234,1065,,,
23:16:01.384,822,,,
23:16:01.386,1065,,,
23:16:01.431,,259,,
23:16:01.432,822,,,
23:16:01.434,1065,,,
23:16:01.586,822,,,
23:16:01.592,1065,,,
23:16:01.632,,259,,
23:16:01.634,822,,,
23:16:01.637,1065,,,
23:16:01.785,822,,,
23:16:01.788,1065,,,
23:16:01.831,,259,,
23:16:01.832,822,,,
23:16:01.834,1065,,,
23:16:01.980,822,,,
23:16:01.982,1065,,,
23:16:02.031,,259,,
23:16:02.032,822,,,
23:16:02.034,1065,,,
23:16:02.183,822,,,
23:16:02.186,1065,,,
23:16:02.234,,259,,
23:16:02.234,822,,,
23:16:02.237,1065,,,
23:16:02.244,3247,,,
23:16:02.384,822,,,
23:16:02.387,1065,,,
23:16:02.432,,259,,
23:16:02.433,822,,,
23:16:02.434,1065,,,
23:16:02.586,822,,,
23:16:02.587,1065,,,
23:16:02.630,,259,,
23:16:02.631,822,,,
23:16:02.633,1065,,,
23:16:02.786,822,,,
23:16:02.789,1065,,,
23:16:02.833,,259,,
23:16:02.834,822,,,
23:16:02.836,1065,,,
23:16:02.988,822,,,
23:16:02.991,1065,,,
23:16:03.031,,259,,
23:16:03.033,822,,,
23:16:03.036,1065,,,
23:16:03.181,822,,,
23:16:03.186,1065,,,
23:16:03.231,,259,,
23:16:03.231,822,,,
23:16:03.234,1065,,,
23:16:03.381,822,,,
23:16:03.384,1065,,,
23:16:03.431,,259,,
23:16:03.431,822,,,
23:16:03.435,1065,,,
23:16:03.580,822,,,
23:16:03.592,1065,,,
23:16:03.631,,259,,
23:16:03.631,822,,,
23:16:03.633,1065,,,
23:16:03.786,822,,,
23:16:03.788,1065,,,
23:16:03.832,,259,,
23:16:03.834,822,,,
23:16:03.839,1065,,,
23:16:03.980,822,,,
23:16:03.983,1065,,,
23:16:04.031,,259,,
23:16:04.031,822,,,
23:16:04.033,1065,,,
23:16:04.186,822,,,
23:16:04.190,1065,,,
23:16:04.231,,259,,
23:16:04.232,822,,,
23:16:04.234,1065,,,
23:16:04.384,822,,,
23:16:04.387,1065,,,
23:16:04.432,,259,,
23:16:04.432,822,,,
23:16:04.435,1065,,,
23:16:04.585,822,,,
23:16:04.587,1065,,,
23:16:04.631,,259,,
23:16:04.631,822,,,
23:16:04.633,1065,,,
23:16:04.783,822,,,
23:16:04.785,1065,,,
23:16:04.831,,259,,
23:16:04.831,822,,,
23:16:04.835,1065,,,
23:16:04.980,822,,,
23:16:04.985,1065,,,
23:16:05.032,,259,,
23:16:05.032,822,,,
23:16:05.040,1065,,,
23:16:05.185,822,,,
23:16:05.188,1065,,,
23:16:05.231,,259,,
23:16:05.232,822,,,
23:16:05.233,1065,,,
23:16:05.383,822,,,
23:16:05.386,1065,,,
23:16:05.431,,259,,
23:16:05.431,822,,,
23:16:05.432,1065,,,
23:16:05.582,822,,,
23:16:05.585,1065,,,
23:16:05.631,,259,,
23:16:05.631,822,,,
23:16:05.633,1065,,,
23:16:05.781,822,,,
23:16:05.786,1065,,,
23:16:05.832,,259,,
23:16:05.832,822,,,
23:16:05.834,1065,,,
23:16:05.983,822,,,
23:16:05.986,1065,,,
23:16:06.031,,259,,
23:16:06.032,822,,,
23:16:06.034,1065,,,
23:16:06.184,822,,,
23:16:06.187,1065,,,
23:16:06.231,,259,,
23:16:06.232,822,,,
23:16:06.234,1065,,,
23:16:06.385,822,,,
23:16:06.388,1065,,,
23:16:06.431,,259,,
23:16:06.432,822,,,
23:16:06.435,1065,,,
23:16:06.583,822,,,
23:16:06.586,1065,,,
23:16:06.631,,259,,
23:16:06.631,822,,,
23:16:06.635,1065,,,
23:16:06.786,822,,,
23:16:06.789,1065,,,
23:16:06.834,,259,,
23:16:06.835,822,,,
23:16:06.837,1065,,,
23:16:06.983,822,,,
23:16:06.985,1065,,,
23:16:07.033,,259,,
23:16:07.034,822,,,
23:16:07.036,1065,,,
23:16:07.186,822,,,
23:16:07.189,1065,,,
23:16:07.232,,259,,
23:16:07.233,822,,,
23:16:07.235,1065,,,
23:16:07.383,822,,,
23:16:07.385,1065,,,
23:16:07.431,,259,,
23:16:07.431,822,,,
23:16:07.433,1065,,,
23:16:07.583,822,,,
23:16:07.585,1065,,,
23:16:07.632,,259,,
23:16:07.632,822,,,
23:16:07.633,1065,,,
23:16:07.787,822,,,
23:16:07.789,1065,,,
23:16:07.832,,259,,
23:16:07.833,822,,,
23:16:07.837,1065,,,
23:16:07.985,822,,,
23:16:07.987,1065,,,
23:16:08.031,,259,,
23:16:08.031,822,,,
23:16:08.033,1065,,,
23:16:08.186,822,,,
23:16:08.188,1065,,,
23:16:08.231,,259,,
23:16:08.231,822,,,
23:16:08.233,1065,,,
23:16:08.400,822,,,
23:16:08.401,1065,,,
23:16:08.431,,259,,
23:16:08.431,822,,,
23:16:08.435,1065,,,
23:16:08.580,822,,,
23:16:08.581,1065,,,
23:16:08.630,,259,,
23:16:08.631,822,,,
23:16:08.633,1065,,,
23:16:08.786,822,,,
23:16:08.787,1065,,,
23:16:08.832,,259,,
23:16:08.832,822,,,
23:16:08.835,1065,,,
23:16:08.982,822,,,
23:16:08.987,1065,,,
23:16:09.034,,259,,
23:16:09.035,822,,,
23:16:09.038,1065,,,
23:16:09.187,822,,,
23:16:09.190,1065,,,
23:16:09.231,,259,,
23:16:09.231,822,,,
23:16:09.235,1065,,,
23:16:09.381,822,,,
23:16:09.385,1065,,,
23:16:09.431,,259,,
23:16:09.431,822,,,
23:16:09.434,1065,,,
23:16:09.586,822,,,
23:16:09.597,1065,,,
23:16:09.632,,259,,
23:16:09.634,822,,,
23:16:09.637,1065,,,
23:16:09.785,822,,,
23:16:09.787,1065,,,
23:16:09.832,,259,,
23:16:09.833,822,,,
23:16:09.835,1065,,,
23:16:09.986,822,,,
23:16:09.988,1065,,,
23:16:10.031,,259,,
23:16:10.032,822,,,
23:16:10.034,1065,,,
23:16:10.186,822,,,
23:16:10.194,1065,,,
23:16:10.232,,259,,
23:16:10.233,822,,,
23:16:10.235,1065,,,
23:16:10.387,822,,,
23:16:10.390,1065,,,
23:16:10.431,,259,,
23:16:10.433,822,,,
23:16:10.434,1065,,,
23:16:10.584,822,,,
23:16:10.587,1065,,,
23:16:10.632,,259,,
23:16:10.634,822,,,
23:16:10.637,1065,,,
23:16:10.787,822,,,
23:16:10.789,1065,,,
23:16:10.831,,259,,
23:16:10.831,822,,,
23:16:10.833,1065,,,
23:16:10.992,822,,,
23:16:10.994,1065,,,
23:16:11.032,,259,,
23:16:11.034,822,,,
23:16:11.038,1065,,,
23:16:11.184,822,,,
23:16:11.186,1065,,,
23:16:11.231,,259,,
23:16:11.231,822,,,
23:16:11.233,1065,,,
23:16:11.369,3247,,,
23:16:11.382,822,,,
23:16:11.384,1065,,,
23:16:11.430,,259,,
23:16:11.431,822,,,
23:16:11.433,1065,,,
23:16:11.584,822,,,
23:16:11.586,1065,,,
23:16:11.631,,259,,
23:16:11.631,822,,,
23:16:11.633,1065,,,
23:16:11.784,822,,,
23:16:11.786,1065,,,
23:16:11.831,,259,,
23:16:11.831,822,,,
23:16:11.833,1065,,,
23:16:11.984,822,,,
23:16:11.985,1065,,,
23:16:12.032,,259,,
23:16:12.032,822,,,
23:16:12.033,1065,,,
23:16:12.184,822,,,
23:16:12.185,1065,,,
23:16:12.231,,259,,
23:16:12.231,822,,,
23:16:12.233,1065,,,
23:16:12.383,822,,,
23:16:12.385,1065,,,
23:16:12.431,,259,,
23:16:12.431,822,,,
23:16:12.433,1065,,,
23:16:12.586,822,,,
23:16:12.587,1065,,,
23:16:12.631,,259,,
23:16:12.632,822,,,
23:16:12.634,1065,,,
23:16:12.785,822,,,
23:16:12.787,1065,,,
23:16:12.831,,259,,
23:16:12.831,822,,,
23:16:12.833,1065,,,
23:16:12.988,822,,,
23:16:12.989,1065,,,
23:16:13.032,,259,,
23:16:13.033,822,,,
23:16:13.036,1065,,,
23:16:13.184,822,,,
23:16:13.188,1065,,,
23:16:13.231,,259,,
23:16:13.232,822,,,
23:16:13.236,1065,,,
23:16:13.386,822,,,
23:16:13.388,1065,,,
23:16:13.431,,259,,
23:16:13.432,822,,,
23:16:13.435,1065,,,
23:16:13.584,822,,,
23:16:13.585,1065,,,
23:16:13.631,,259,,
23:16:13.632,822,,,
23:16:13.634,1065,,,
23:16:13.784,822,,,
23:16:13.794,1065,,,
23:16:13.832,,259,,
23:16:13.833,822,,,
23:16:13.839,1065,,,
23:16:13.984,822,,,
23:16:13.986,1065,,,
23:16:14.031,,259,,
23:16:14.032,822,,,
23:16:14.035,1065,,,
23:16:14.184,822,,,
23:16:14.187,1065,,,
23:16:14.231,,259,,
23:16:14.231,822,,,
23:16:14.233,1065,,,
23:16:14.387,822,,,
23:16:14.389,1065,,,
23:16:14.431,,259,,
23:16:14.432,822,,,
23:16:14.436,1065,,,
23:16:14.585,822,,,
23:16:14.586,1065,,,
23:16:14.631,,259,,
23:16:14.631,822,,,
23:16:14.634,1065,,,
23:16:14.787,822,,,
23:16:14.791,1065,,,
23:16:14.833,,259,,
23:16:14.834,822,,,
23:16:14.836,1065,,,
23:16:14.986,822,,,
23:16:14.992,1065,,,
23:16:15.203,822,,,
23:16:15.204,1065,,,
23:16:15.387,822,,,
23:16:15.388,1065,,,
23:16:15.584,822,,,
23:16:15.587,1065,,,
23:16:15.788,822,,,
23:16:15.790,1065,,,
23:16:16.012,822,,,
23:16:16.014,1065,,,
23:16:16.185,822,,,
23:16:16.186,1065,,,
23:16:16.389,822,,,
23:16:16.391,1065,,,
23:16:16.586,822,,,
23:16:16.590,1065,,,
23:16:16.789,822,,,
23:16:16.790,1065,,,
23:16:16.981,822,,,
23:16:16.983,1065,,,
23:16:17.197,822,,,
23:16:17.199,1065,,,
23:16:17.385,822,,,
23:16:17.387,1065,,,
23:16:17.584,822,,,
23:16:17.585,1065,,,
23:16:17.782,822,,,
23:16:17.794,1065,,,
23:16:17.980,822,,,
23:16:17.984,1065,,,
23:16:18.185,822,,,
23:16:18.186,1065,,,
23:16:18.389,822,,,
23:16:18.391,1065,,,
23:16:18.584,822,,,
23:16:18.586,1065,,,
23:16:18.780,822,,,
23:16:18.782,1065,,,
23:16:18.986,822,,,
23:16:18.989,1065,,,
23:16:19.023,3562,,,
23:16:19.193,822,,,
23:16:19.196,1065,,,
23:16:19.388,822,,,
23:16:19.391,1065,,,
23:16:19.656,822,,,
23:16:19.658,1065,,,
23:16:19.787,822,,,
23:16:19.788,1065,,,
23:16:19.857,3012,,,
23:16:19.985,822,,,
23:16:19.987,1065,,,
23:16:20.186,822,,,
23:16:20.188,1065,,,
23:16:20.383,822,,,
23:16:20.385,1065,,,
23:16:20.589,822,,,
23:16:20.591,1065,,,
23:16:20.806,822,,,
23:16:20.810,1065,,,
23:16:20.984,822,,,
23:16:20.985,1065,,,
23:16:21.187,822,,,
23:16:21.189,1065,,,
23:16:21.383,822,,,
23:16:21.385,1065,,,
23:16:21.589,822,,,
23:16:21.593,1065,,,
23:16:21.787,822,,,
23:16:21.790,1065,,,
23:16:21.992,822,,,
23:16:21.996,1065,,,
23:16:22.186,822,,,
23:16:22.188,1065,,,
23:16:22.237,3247,,,
23:16:22.249,,259,,
23:16:22.251,822,,,
23:16:22.264,1065,,,
23:16:22.410,822,,,
23:16:22.414,1065,,,
23:16:22.583,822,,,
23:16:22.586,1065,,,
23:16:22.744,,259,,
23:16:22.744,822,,,
23:16:22.745,1065,,,
23:16:22.781,822,,,
23:16:22.785,1065,,,
23:16:22.987,822,,,
23:16:22.989,1065,,,
23:16:23.185,822,,,
23:16:23.187,1065,,,
23:16:23.244,,259,,
23:16:23.244,822,,,
23:16:23.246,1065,,,
23:16:23.597,822,,,
23:16:23.635,1065,,,
23:16:23.636,822,,,
23:16:23.639,1065,,,
23:16:23.744,,259,,
23:16:23.745,822,,,
23:16:23.746,1065,,,
23:16:23.784,822,,,
23:16:23.785,1065,,,
23:16:23.993,822,,,
23:16:23.994,1065,,,
23:16:24.186,822,,,
23:16:24.187,1065,,,
23:16:24.244,,259,,
23:16:24.244,822,,,
23:16:24.246,1065,,,
23:16:24.383,822,,,
23:16:24.385,1065,,,
23:16:24.584,822,,,
23:16:24.586,1065,,,
23:16:24.744,,259,,
23:16:24.744,822,,,
23:16:24.746,1065,,,
23:16:24.780,822,,,
23:16:24.781,1065,,,
23:16:24.985,822,,,
23:16:24.986,1065,,,
23:16:25.184,822,,,
23:16:25.185,1065,,,
23:16:25.244,,259,,
23:16:25.244,822,,,
23:16:25.246,1065,,,
23:16:25.388,822,,,
23:16:25.390,1065,,,
23:16:25.584,822,,,
23:16:25.585,1065,,,
23:16:25.745,,259,,
23:16:25.745,822,,,
23:16:25.747,1065,,,
23:16:25.785,822,,,
23:16:25.789,1065,,,
23:16:25.981,822,,,
23:16:25.983,1065,,,
23:16:26.191,822,,,
23:16:26.210,1065,,,
23:16:26.244,,259,,
23:16:26.245,822,,,
23:16:26.247,1065,,,
23:16:26.387,822,,,
23:16:26.389,1065,,,
23:16:26.582,822,,,
23:16:26.585,1065,,,
23:16:26.744,,259,,
23:16:26.744,822,,,
23:16:26.746,1065,,,
23:16:26.784,822,,,
23:16:26.787,1065,,,
23:16:26.991,822,,,
23:16:26.994,1065,,,
23:16:27.180,822,,,
23:16:27.184,1065,,,
23:16:27.244,,259,,
23:16:27.245,822,,,
23:16:27.246,1065,,,
23:16:27.385,822,,,
23:16:27.387,1065,,,
23:16:27.584,822,,,
23:16:27.586,1065,,,
23:16:27.745,,259,,
23:16:27.746,822,,,
23:16:27.748,1065,,,
23:16:27.780,822,,,
23:16:27.784,1065,,,
23:16:27.986,822,,,
23:16:27.990,1065,,,
23:16:28.187,822,,,
23:16:28.190,1065,,,
23:16:28.244,,259,,
23:16:28.244,822,,,
23:16:28.246,1065,,,
23:16:28.384,822,,,
23:16:28.386,1065,,,
23:16:28.586,822,,,
23:16:28.587,1065,,,
23:16:28.744,,259,,
23:16:28.744,822,,,
23:16:28.747,1065,,,
23:16:28.782,822,,,
23:16:28.783,1065,,,
23:16:28.986,822,,,
23:16:28.989,1065,,,
23:16:29.188,822,,,
23:16:29.191,1065,,,
23:16:29.243,,259,,
23:16:29.244,822,,,
23:16:29.246,1065,,,
23:16:29.387,822,,,
23:16:29.388,1065,,,
23:16:29.588,822,,,
23:16:29.590,1065,,,
23:16:29.745,,259,,
23:16:29.745,822,,,
23:16:29.748,1065,,,
23:16:29.784,822,,,
23:16:29.786,1065,,,
23:16:29.987,822,,,
23:16:29.988,1065,,,
23:16:30.188,822,,,
23:16:30.190,1065,,,
23:16:30.243,,259,,
23:16:30.244,822,,,
23:16:30.246,1065,,,
23:16:30.384,822,,,
23:16:30.388,1065,,,
23:16:30.617,822,,,
23:16:30.619,1065,,,
23:16:30.744,,259,,
23:16:30.745,822,,,
23:16:30.751,1065,,,
23:16:30.781,822,,,
23:16:30.783,1065,,,
23:16:30.987,822,,,
23:16:30.989,1065,,,
23:16:31.186,822,,,
23:16:31.187,1065,,,
23:16:31.244,,259,,
23:16:31.244,822,,,
23:16:31.246,1065,,,
23:16:31.381,3247,,,
23:16:31.396,822,,,
23:16:31.398,1065,,,
23:16:31.585,822,,,
23:16:31.587,1065,,,
23:16:31.745,,259,,
23:16:31.745,822,,,
23:16:31.750,1065,,,
23:16:31.784,822,,,
23:16:31.788,1065,,,
23:16:31.983,822,,,
23:16:31.985,1065,,,
23:16:32.184,822,,,
23:16:32.196,1065,,,
23:16:32.244,,259,,
23:16:32.244,822,,,
23:16:32.248,1065,,,
23:16:32.385,822,,,
23:16:32.386,1065,,,
23:16:32.581,822,,,
23:16:32.585,1065,,,
23:16:32.744,,259,,
23:16:32.744,822,,,
23:16:32.746,1065,,,
23:16:32.780,822,,,
23:16:32.782,1065,,,
23:16:32.989,822,,,
23:16:32.993,1065,,,
23:16:33.185,822,,,
23:16:33.227,1065,,,
23:16:33.245,,259,,
23:16:33.249,822,,,
23:16:33.254,1065,,,
23:16:33.381,822,,,
23:16:33.386,1065,,,
23:16:33.585,822,,,
23:16:33.587,1065,,,
23:16:33.744,,259,,
23:16:33.744,822,,,
23:16:33.747,1065,,,
23:16:33.780,822,,,
23:16:33.787,1065,,,
23:16:33.986,822,,,
23:16:33.989,1065,,,
23:16:34.184,822,,,
23:16:34.187,1065,,,
23:16:34.245,,259,,
23:16:34.246,822,,,
23:16:34.247,1065,,,
23:16:34.381,822,,,
23:16:34.385,1065,,,
23:16:34.586,822,,,
23:16:34.590,1065,,,
23:16:34.744,,259,,
23:16:34.745,822,,,
23:16:34.748,1065,,,
23:16:34.784,822,,,
23:16:34.789,1065,,,
23:16:34.980,822,,,
23:16:34.982,1065,,,
23:16:35.183,822,,,
23:16:35.185,1065,,,
23:16:35.244,,259,,
23:16:35.245,822,,,
23:16:35.247,1065,,,
23:16:35.383,822,,,
23:16:35.385,1065,,,
23:16:35.586,822,,,
23:16:35.588,1065,,,
23:16:35.746,,259,,
23:16:35.747,822,,,
23:16:35.749,1065,,,
23:16:35.780,822,,,
23:16:35.783,1065,,,
23:16:35.991,822,,,
23:16:35.995,1065,,,
23:16:36.185,822,,,
23:16:36.186,1065,,,
23:16:36.244,,259,,
23:16:36.245,822,,,
23:16:36.246,1065,,,
23:16:36.387,822,,,
23:16:36.389,1065,,,
23:16:36.586,822,,,
23:16:36.587,1065,,,
23:16:36.744,,259,,
23:16:36.744,822,,,
23:16:36.746,1065,,,
23:16:36.786,822,,,
23:16:36.789,1065,,,
23:16:36.983,822,,,
23:16:36.985,1065,,,
23:16:37.184,822,,,
23:16:37.185,1065,,,
23:16:37.244,,259,,
23:16:37.244,822,,,
23:16:37.245,1065,,,
23:16:37.384,822,,,
23:16:37.386,1065,,,
23:16:37.592,822,,,
23:16:37.601,1065,,,
23:16:37.744,,259,,
23:16:37.745,822,,,
23:16:37.747,1065,,,
23:16:37.786,822,,,
23:16:37.789,1065,,,
23:16:37.990,822,,,
23:16:37.993,1065,,,
23:16:38.187,822,,,
23:16:38.189,1065,,,
23:16:38.244,,259,,
23:16:38.244,822,,,
23:16:38.246,1065,,,
23:16:38.387,822,,,
23:16:38.389,1065,,,
23:16:38.586,822,,,
23:16:38.588,1065,,,
23:16:38.745,,259,,
23:16:38.746,822,,,
23:16:38.748,1065,,,
23:16:38.791,822,,,
23:16:38.793,1065,,,
23:16:38.985,822,,,
23:16:38.987,1065,,,
23:16:39.018,3562,,,
23:16:39.185,822,,,
23:16:39.188,1065,,,
23:16:39.244,,259,,
23:16:39.245,822,,,
23:16:39.247,1065,,,
23:16:39.388,822,,,
23:16:39.395,1065,,,
23:16:39.585,822,,,
23:16:39.587,1065,,,
23:16:39.745,,259,,
23:16:39.746,822,,,
23:16:39.747,1065,,,
23:16:39.785,822,,,
23:16:39.787,1065,,,
23:16:39.859,3012,,,
23:16:39.984,822,,,
23:16:39.986,1065,,,
23:16:40.183,822,,,
23:16:40.185,1065,,,
23:16:40.244,,259,,
23:16:40.245,822,,,
23:16:40.247,1065,,,
23:16:40.383,822,,,
23:16:40.384,1065,,,
23:16:40.584,822,,,
23:16:40.586,1065,,,
23:16:40.765,,259,,
23:16:40.765,822,,,
23:16:40.771,1065,,,
